abandon	elhagyott
than	mint
thank	köszönet
thanks	Kösz
that	hogy
the	a
theater	színház
theaters	színházak
theatre	színház
theatrical	színházi
theft	lopás
their	az övék
them	őket
theme	téma
themed	témájú
themes	témákat
themselves	maguk
then	akkor
theological	teológiai
theology	teológia
theorem	tétel
theoretical	elméleti
theories	elméletek
theory	elmélet
therapeutic	gyógyászati
therapy	terápia
there	ott
thereby	ezáltal
therefore	ezért
thermal	termikus
these	ezek
thesis	tézis
they	ők
thick	vastag
thickness	vastagság
thief	tolvaj
thin	vékony
thing	dolog
things	dolgokat
think	gondol
thinking	gondolkodás
thinks	azt hiszi
third	harmadik
thirteen	tizenhárom
thirty	harminc
this	ez
thomas	Tamás
thoroughly	alaposan
those	azok
though	bár
thought	gondolat
thoughts	gondolatok
thousand	ezer
thousands	ezrek
thread	cérna
threads	szálak
threat	fenyegetés
threatened	megfenyegette
threatening	fenyegető
threats	fenyegetések
three	három
threshold	küszöb
threw	dobta
thriller	krimi
throat	torok
throne	trón
through	keresztül
throughout	végig
throw	dobás
throwing	dobás
thrown	dobott
thunder	mennydörgés
thursday	csütörtök
thus	és így
thyroid	pajzsmirigy
ticket	jegy
tickets	jegyek
tie	nyakkendő
tied	bekötött
tier	szint
ties	nyakkendők
tiger	tigris
tigers	tigrisek
tight	szoros
tightly	szorosan
tiles	csempe
timber	fűrészáru
time	idő
times	alkalommal
timing	időzítés
tin	ón-
tiny	apró
tip	tipp
tips	tippeket
tire	gumi
tired	fáradt
tires	gumiabroncsok
tissue	szövet
tissues	szövetek
titanium	titán
title	cím
titled	címmel
titles	címeket
to	nak nek
tobacco	dohány
today	Ma
together	együtt
toilet	WC
tokyo	tokió
told	mondta
tolerance	megértés
tolerate	elviselni
toll	útdíj
tomato	paradicsom
tomatoes	paradicsom
tomb	síremlék
tomorrow	holnap
tone	hangot
tones	hangok
tongue	nyelv
tonight	ma este
tons	tonna
too	is
took	vett
tool	eszköz
tools	eszközöket
tooth	fog
top	tetejére
topic	téma
topics	témákat
torn	szakadt
torture	kínzás
tortured	megkínozták
total	teljes
totally	teljesen
touch	érintés
touched	érintett
touching	megható
tough	kemény
tour	túra
toured	turnézott
touring	túrázás
tourism	idegenforgalom
tourist	turista
tourists	turisták
tournament	versenyen
tournaments	versenyeken
tours	túrák
toward	felé
towards	felé
tower	torony
towers	tornyok
town	város
township	község
toxic	mérgező
toxicity	toxicitás
toxins	toxinok
toy	játék
toys	játékok
trace	nyom
traced	nyomon követni
traces	nyomait
track	nyomon követni
tracking	követés
tracks	pályák
tract	traktus
trade	kereskedelmi
traded	kereskedtek
traders	kereskedők
trading	kereskedés
tradition	hagyomány
traditional	hagyományos
traditionally	hagyományosan
traditions	hagyományok
traffic	forgalom
tragedy	tragédia
tragic	tragikus
trail	nyom
trailer	filmelőzetes
trails	nyomvonalak
train	vonat
trained	kiképzett
training	kiképzés
trains	vonatok
traits	vonások
trans	ford
transaction	tranzakció
transactions	tranzakciók
transfer	átruházás
transferred	át
transfers	transzferek
transform	átalakítani
transformation	átalakítás
transformed	átalakult
transit	tranzit
transition	átmenet
translate	fordít
translated	lefordított
translation	fordítás
translations	fordítások
transmission	terjedés
transmitted	továbbított
transparency	átláthatóság
transparent	átlátszó
transport	szállítás
transportation	szállítás
transported	szállítják
trap	csapda
trapped	csapdába esett
trash	szemét
trauma	sérülés
travel	utazás
traveled	utazott
travelers	utazók
traveling	utazó
travelled	utazott
travels	utazik
treasure	kincs
treat	csemege
treated	kezelt
treating	kezelésében
treatment	kezelés
treatments	kezelések
treaty	szerződés
tree	fa
trees	fák
trend	irányzat
trends	trendek
trial	próba
trials	próbatételek
triangle	háromszög
tribal	törzsi
tribe	törzs
tribes	törzsek
tribute	tisztelgés
trick	trükk
tricks	trükköket
tried	megpróbálta
tries	próbálkozik
trigger	ravaszt
triggered	kiváltotta
trinity	Szentháromság
trio	trió
trip	utazás
triple	hármas
trips	kirándulások
troops	csapatok
trophy	trófea
tropical	tropikus
trouble	baj
truck	kamion
trucks	teherautók
true	igaz
truly	valóban
trump	adu
trunk	törzs
trust	bizalom
trusted	megbízott
truth	igazság
try	próbálja meg
trying	megpróbálja
tube	cső
tubes	csövek
tuesday	kedd
tumors	daganatok
tunnel	alagút
turbine	turbina
turkey	pulyka
turkish	török
turn	fordulat
turned	fordult
turner	esztergályos
turning	fordulás
turns	fordul
turtle	teknősbéka
turtles	teknősök
tv	tévé
twelve	tizenkét
twentieth	huszadik
twenty	húsz
twice	kétszer
twin	iker
twins	Ikrek
twist	csavar
twisted	csavart
two	két
type	típus
types	típusok
typical	tipikus
typically	jellemzően
ugly	csúnya
Ukraine	Ukrajna
Ukrainian	ukrán
ultimate	végső
ultimately	végül
ultrasound	ultrahang
umbrella	esernyő
un	ENSZ
uncertain	bizonytalan
uncertainty	bizonytalanság
uncle	nagybácsi
unclear	homályos
uncomfortable	kényelmetlen
unconscious	öntudatlan
under	alatt
undergo	alávetni
undergraduate	egyetemista
underground	föld alatt
underlying	mögöttes
understand	megért
understanding	megértés
understands	érti
understood	értett
undertaken	vállalt
underwater	viz alatti
underwent	átesett
undoubtedly	kétségtelenül
unemployment	munkanélküliség
unexpected	váratlan
unfair	tisztességtelen
unfortunate	szerencsétlen
unfortunately	sajnálatos módon
unhappy	boldogtalan
unified	egységes
uniform	egyenruha
uniforms	egyenruhák
union	unió
unions	szakszervezetek
unique	egyedi
unit	Mértékegység
united	egyesült
units	egységek
unity	egység
universal	egyetemes
universe	világegyetem
universities	egyetemek
university	egyetemi
unknown	ismeretlen
unless	hacsak
unlike	nem úgy mint
unlikely	valószínűtlen
unlimited	korlátlan
unnecessary	szükségtelen
unpleasant	kellemetlen
unprecedented	példátlan
unstable	instabil
unsuccessful	sikertelen
until	amíg
unusual	szokatlan
unwanted	nem kívánt
up	fel
upcoming	közelgő
update	frissítés
updated	frissítve
updates	frissítéseket
upgrade	frissíteni
upon	esetén
upper	felső
uprising	felkelés
upset	szomorú
upstairs	emeleten
uranium	uránium
urban	városi
urgent	sürgős
urine	vizelet
us	minket
usa	Egyesült Államok
usage	használat
use	használat
used	használt
useful	hasznos
Useless	Hiábavaló
user	felhasználó
users	felhasználókat
uses	használ
using	segítségével
USSR	Szovjetunió
usual	szokásos
usually	általában
utility	hasznosság
vacation	vakáció
vaccine	vakcina
vaccines	védőoltások
vacuum	vákuum
vain	hiú
valid	érvényes
valley	völgy
valleys	völgyek
valuable	értékes
value	érték
valued	értékes
values	értékeket
valve	szelep
valves	szelepek
vampire	vámpír
van	furgon
variable	változó
variables	változók
variant	változat
variants	változatai
variation	variáció
variations	variációk
varied	változatos
varies	váltakozik
varieties	fajták
variety	fajta
various	különféle
vary	változnak
varying	változó
vascular	ér
vast	hatalmas
vector	vektor
vegetables	zöldségek
vegetation	növényzet
vehicle	jármű
vehicles	járművek
vein	véna
veins	erek
velocity	sebesség
venice	velence
ventilation	szellőzés
venture	vállalkozás
venue	helyszín
venues	helyszínek
verb	ige
verbs	igék
versatile	sokoldalú
verse	vers
verses	verseket
version	változat
versions	verziók
versus	ellen
vertical	függőleges
very	nagyon
vessel	hajó
vessels	hajók
veteran	veterán
veterans	veteránok
via	keresztül
vibration	rezgés
vice	helyettes
vicinity	közelébe
victim	áldozat
victims	áldozatok
victor	győztes
victorian	viktoriánus
victory	győzelem
video	videó-
videos	videókat
Vienna	Bécs
vietnamese	vietnami
view	Kilátás
viewed	megtekintve
viewers	nézők
viewing	nézegetése
views	nézetek
village	falu
villages	falvak
vintage	szüret
vinyl	bakelit
violation	megsértése
violations	jogsértéseket
violence	erőszak
violent	erőszakos
violin	hegedű
viral	vírusos
virgin	szűz
virtual	virtuális
virtually	gyakorlatilag
virtue	erény
virus	vírus
viruses	vírusok
visa	Vízum
visible	látható
vision	látomás
visit	látogatás
visited	meglátogatta
visiting	látogató
visitor	látogató
visitors	látogatók
visits	látogatások
visual	vizuális
vital	létfontosságú
vitamins	vitaminok
Vladimir	Vlagyimir
vocal	vokális
vocals	énekhang
voice	hang
voiced	zöngés
voices	hangokat
volcanic	vulkanikus
volcano	vulkán
voltage	feszültség
volume	hangerő
volumes	kötetek
voluntary	önkéntes
volunteer	önkéntes
volunteers	önkéntesek
vote	szavazás
voted	szavazott
voters	választók
votes	szavazatokat
votes	during szavazatok alatt
voting	szavazás
vulnerable	sebezhető
wage	bér
wages	bérek
waist	derék
wait	várjon
waited	várt
waiting	várakozás
wake	ébred
walk	séta
walked	sétált
walker	járóka
walking	gyaloglás
walks	sétál
wall	fal
wallet	pénztárca
walls	falak
want	akar
wanted	akarta
wants	akar
war	háború
ward	osztályon
warehouse	raktár
warfare	hadviselés
warm	meleg
warming	melegítés
warn	figyelmeztet
warned	figyelmeztetett
warner	figyelmeztető
warning	Figyelem
warrior	harcos
warriors	harcosok
wars	háborúk
was	volt
wash	mosás
washed	mosott
washing	mosás
wasn	volt
waste	Pazarlás
wasted	elpazarolt
wasting	pazarlás
watch	néz
watched	figyelt
watches	órákat
watching	nézni
water	víz
waters	vizek
wave	hullám
waves	hullámok
wax	viasz
way	út
ways	módokon
we	mi
weak	gyenge
weakened	legyengült
weakness	gyengeség
wealth	jólét
wealthy	gazdag
weapon	fegyver
weapons	fegyverek
wear	viselet
wearing	fárasztó
wears	visel
weather	időjárás
website	weboldal
websites	weboldalak
wedding	esküvő
wednesday	szerda
week	hét
weekend	hétvége
weekly	heti
weeks	hétig
weigh	mérlegelni
weight	súly
weird	furcsa
welcome	Üdvözöljük
welding	hegesztés
welfare	jólét
well	jól
wells	kutak
welsh	walesi
went	ment
were	voltak
weren	voltak
west	nyugat
western	nyugati
wet	nedves
whale	bálna
what	mit
whatever	tök mindegy
wheat	búza
wheel	kerék
wheels	kerekek
when	mikor
whenever	bármikor
where	ahol
whereas	mivel
wherein	ahol
wherever	bárhol
whether	hogy vajon
which	melyik
while	míg
whilst	míg
whip	ostor
white	fehér
whoever	bárki
whole	egész
whom	kit
whose	akinek
why	miért
wide	széles
widely	széles körben
wider	szélesebb
widespread	széles körben elterjedt
widow	özvegy
width	szélesség
wife	feleség
wild	vad
wildlife	vadvilág
will	akarat
william	Vilmos
willing	hajlandó
win	győzelem
wind	szél
winding	kanyargó
window	ablak
windows	ablakok
winds	szelek
wine	bor
wines	borok
wing	szárny
wings	szárnyak
winner	győztes
winners	nyertesek
winning	nyerő
wins	nyer
winter	téli
wire	huzal
wireless	vezeték nélküli
wires	vezetékek
wisdom	bölcsesség
wise	bölcs
wish	szeretnék
wishes	kívánságait
witch	boszorkány
withdraw	visszavonulni
withdrawal	visszavonás
withdrawn	visszavont
withdrew	visszavonult
within	belül
without	nélkül
witness	tanú
witnessed	tanúja volt
witnesses	tanúk
wives	feleségek
woke	felébredt
wolf	farkas
wolves	farkasok
woman	nő
women	nők
won	nyerte
wonder	csoda
wonderful	csodálatos
wood	faipari
wooden	fa
woods	fák
wool	gyapjú
words	szavak
wore	viselt
work	munka
worked	dolgozott
worker	munkás
workers	dolgozók
working	dolgozó
workplace	munkahely
works	művek
workshop	Műhely
workshops	műhelyek
world	világ
worlds	világok
worldwide	világszerte
worms	férgek
worn	kopott
worried	aggódó
worries	aggodalmak
worry	aggodalom
worse	rosszabb
worship	imádat
worst	legrosszabb
worth	érdemes
worthy	méltó
would	lenne
wouldn	nem tenné
wound	seb
wounded	sebesült
wounds	sebek
woven	szőtt
wrap	betakar
wrapped	csomagolt
wrestling	birkózás
wrist	csukló
write	ír
writer	író
writers	írók
writes	írja
writing	írás
writings	írások
written	írott
wrong	rossz
wrote	írt
yacht	jacht
yard	udvar
yards	yard
year	év
years	évek
yeast	élesztő
yellow	sárga
yen	jen
yes	Igen
yesterday	tegnap
yet	még
yield	hozam
yoga	jóga
you	Ön
young	fiatal
younger	fiatalabb
youngest	legfiatalabb
yourself	saját magad
youth	ifjúság
zealand	Zéland
zero	nulla
zinc	cink
zone	zóna
zones	zónák
zoo	állatkert
